id,buy,male,buyamt,freq,lastbuy,firstbuy,child,youth,cook,diy,art
581,0,1,118,16,6,46,1,2,2,1,0
582,0,0,149,6,2,12,0,1,0,1,0
583,0,1,263,12,10,36,0,1,3,2,2
584,0,1,88,12,1,12,0,0,1,0,0
585,0,1,107,16,1,16,0,0,1,0,0
586,0,0,345,6,6,30,3,1,0,0,1
587,0,1,323,8,2,12,1,1,0,0,0
588,0,1,125,14,1,14,0,0,0,1,0
589,0,1,168,10,2,18,2,0,0,0,0
590,0,1,76,12,2,20,0,0,0,1,0
591,0,1,257,16,1,16,0,0,0,0,0
592,0,1,314,6,1,6,0,1,0,0,0
593,0,1,126,14,2,16,0,0,1,0,0
594,0,1,139,30,1,30,0,0,0,1,0
595,0,1,152,30,3,40,0,0,2,1,0
596,0,0,103,18,1,18,0,0,0,0,1
597,0,1,135,2,2,6,1,0,0,0,0
598,0,1,60,14,2,22,0,0,1,0,1
599,0,0,390,8,9,38,2,2,3,0,1
600,0,1,236,12,2,18,0,0,1,0,0
601,0,1,245,24,5,46,2,1,1,1,0
602,0,0,327,16,2,24,0,0,0,1,0
603,0,0,148,16,4,38,1,1,1,0,0
604,0,1,162,16,4,24,0,0,0,3,1
605,0,0,254,10,1,10,0,0,0,0,1
606,0,1,186,10,1,10,0,0,1,0,0
607,0,1,218,12,2,16,1,0,1,0,0
608,0,1,133,6,4,18,1,1,2,0,0
609,0,0,184,14,1,14,0,0,0,0,0
610,0,1,249,12,1,12,0,0,0,0,0
611,0,0,193,28,1,28,0,0,0,0,0
612,0,0,88,14,2,22,0,0,1,1,0
613,0,1,225,26,10,84,4,3,2,0,0
614,0,1,256,14,1,14,0,0,0,0,0
615,0,1,55,6,2,8,0,0,1,0,0
616,0,0,229,14,10,62,4,1,2,2,0
617,0,1,132,6,2,10,0,1,1,0,0
618,0,0,133,22,2,26,2,0,0,0,0
619,0,0,77,12,1,12,0,0,0,0,0
620,0,1,161,22,9,58,3,2,0,0,2
621,0,1,114,10,2,14,1,0,1,0,0
622,0,1,232,20,1,20,0,0,0,0,1
623,0,0,135,4,2,8,0,0,0,0,0
624,0,1,30,4,1,4,0,0,0,1,0
625,0,0,246,8,2,16,0,0,1,0,0
626,0,0,271,12,2,14,0,1,1,0,0
627,0,1,153,10,1,10,1,0,0,0,0
628,0,1,171,24,7,58,1,1,1,1,1
629,0,1,228,12,1,12,0,0,0,0,1
630,0,0,24,8,1,8,1,0,0,0,0
631,0,1,185,6,1,6,1,0,0,0,0
632,0,1,84,14,1,14,1,0,0,0,0
633,0,1,84,16,1,16,0,0,0,0,0
634,0,1,248,36,2,40,0,0,1,1,0
635,0,0,164,12,3,24,0,1,2,0,0
636,0,0,281,6,4,16,0,2,2,0,0
637,0,1,46,10,2,16,0,0,0,2,0
638,0,1,136,22,1,22,0,0,1,0,0
639,0,1,317,10,2,16,0,0,1,1,0
640,0,1,166,10,1,10,0,0,0,0,0
641,0,1,226,2,1,2,0,0,1,0,0
642,0,0,123,4,2,10,1,1,0,0,0
643,0,0,39,12,2,16,1,0,0,1,0
644,0,1,294,2,1,2,1,0,0,0,0
645,0,0,473,30,12,66,3,0,5,1,0
646,0,1,302,4,2,8,0,1,0,0,0
647,0,1,170,12,1,12,0,0,1,0,0
648,0,1,288,20,1,20,0,1,0,0,0
649,0,0,51,2,2,8,0,0,2,0,0
650,0,0,388,14,10,54,4,1,2,0,0
651,0,1,67,10,2,14,0,0,1,0,0
652,0,1,62,8,1,8,0,0,0,0,1
653,0,0,60,14,4,32,1,1,2,0,0
654,0,1,132,18,1,18,0,0,0,0,0
655,0,1,107,18,1,18,0,0,0,1,0
656,0,1,175,8,1,8,0,0,0,0,0
657,0,0,184,4,2,6,0,0,2,0,0
658,0,1,113,12,1,12,0,0,1,0,0
659,0,1,163,10,2,12,1,0,0,1,0
660,0,1,300,14,7,46,2,1,4,0,0
661,0,1,194,14,2,22,0,0,0,0,2
662,0,1,237,12,1,12,0,0,0,0,0
663,0,1,328,6,4,16,0,1,2,0,1
664,0,0,286,14,2,18,0,0,0,0,1
665,0,1,68,16,1,16,0,0,0,0,1
666,0,1,247,12,2,18,0,0,0,1,0
667,0,0,46,12,2,16,1,0,1,0,0
668,0,0,163,6,3,22,2,0,0,1,0
669,0,1,309,10,2,18,0,0,1,1,0
670,0,1,299,14,2,18,1,0,1,0,0
671,0,1,275,14,1,14,0,0,0,0,0
672,0,1,268,12,2,18,0,1,1,0,0
673,0,1,345,10,8,44,1,1,2,2,0
674,0,0,282,14,2,18,0,0,0,1,1
675,0,1,340,12,6,30,2,1,1,0,0
676,0,1,91,10,5,26,3,0,0,1,1
677,0,1,434,34,11,66,4,1,4,1,0
678,0,0,232,14,4,30,1,1,1,0,0
679,0,1,242,24,6,58,0,0,2,2,0
680,0,0,278,4,2,10,1,1,0,0,0
681,0,0,34,10,2,16,1,0,0,1,0
682,0,1,239,12,8,58,1,1,3,1,0
683,0,1,329,14,3,24,0,0,1,0,2
684,0,1,263,10,1,10,1,0,0,0,0
685,0,0,138,14,5,30,2,2,0,1,0
686,0,1,364,16,8,60,0,1,3,0,1
687,0,0,192,34,2,40,1,1,0,0,0
688,0,1,180,14,2,18,0,0,1,0,0
689,0,0,258,8,10,44,2,2,2,3,0
690,0,1,260,20,2,22,0,0,2,0,0
691,0,1,124,16,2,22,2,0,0,0,0
692,0,1,167,18,5,32,1,0,1,3,0
693,0,1,75,14,2,22,0,0,1,0,0
694,0,1,266,2,1,2,0,0,1,0,0
695,0,0,243,4,1,4,0,0,0,0,0
696,0,0,40,22,1,22,0,0,0,1,0
697,0,0,273,8,3,16,0,1,2,0,0
698,0,1,88,8,3,16,2,0,0,1,0
699,0,0,33,2,2,4,0,1,0,0,0
700,0,1,16,12,1,12,0,0,1,0,0
701,0,1,123,10,1,10,0,1,0,0,0
702,0,1,286,18,8,40,2,0,3,1,0
703,0,1,217,2,1,2,0,1,0,0,0
704,0,1,207,8,1,8,0,0,0,0,0
705,0,1,267,26,2,28,2,0,0,0,0
706,0,1,192,34,6,52,0,0,3,2,1
707,0,0,44,2,2,10,0,0,0,1,1
708,0,1,208,16,2,20,1,0,1,0,0
709,0,0,211,32,1,32,0,0,0,0,0
710,0,1,237,10,2,16,1,0,0,1,0
711,0,0,236,14,1,14,0,0,0,0,0
712,0,1,115,12,1,12,0,1,0,0,0
713,0,1,218,14,8,48,1,0,3,1,1
714,0,1,138,8,1,8,1,0,0,0,0
715,0,0,191,6,10,56,1,1,4,1,1
716,0,0,123,8,1,8,0,0,0,0,1
717,0,1,261,6,10,54,1,1,4,1,1
718,0,1,185,8,2,12,2,0,0,0,0
719,0,1,320,16,5,42,0,1,3,0,0
720,0,0,213,4,4,22,1,0,1,0,0
721,0,0,199,10,1,10,1,0,0,0,0
722,0,1,167,4,11,58,2,3,4,1,0
723,0,1,82,4,1,4,0,0,0,0,1
724,0,1,404,18,7,38,1,1,4,1,0
725,0,0,155,10,8,44,1,1,2,2,2
726,0,0,215,16,1,16,1,0,0,0,0
727,0,0,26,32,1,32,0,0,1,0,0
728,0,1,59,8,1,8,0,0,1,0,0
729,0,1,121,8,2,12,0,1,0,0,0
730,0,1,300,14,1,14,0,0,1,0,0
731,0,0,191,20,1,20,0,1,0,0,0
732,0,1,124,12,1,12,0,1,0,0,0
733,0,1,78,12,1,12,0,0,1,0,0
734,0,1,168,4,1,4,0,1,0,0,0
735,0,1,41,12,2,18,1,1,0,0,0
736,0,1,130,10,1,10,0,0,0,1,0
737,0,1,235,14,1,14,1,0,0,0,0
738,0,1,241,22,1,22,0,0,1,0,0
739,0,1,295,8,2,14,1,0,1,0,0
740,0,0,321,16,10,46,4,1,1,1,2
741,0,0,326,22,4,38,2,0,0,1,0
742,0,1,34,10,2,12,0,1,1,0,0
743,0,0,130,14,2,22,0,0,1,0,0
744,0,1,195,12,2,16,1,0,0,0,1
745,0,1,230,2,1,2,1,0,0,0,0
746,0,0,210,34,1,34,0,0,1,0,0
747,0,0,405,14,9,50,3,1,4,0,0
748,0,1,143,10,1,10,1,0,0,0,0
749,0,1,141,24,2,28,0,0,0,0,0
750,0,1,297,12,1,12,0,0,0,1,0
751,0,1,119,10,5,26,1,1,1,0,1
752,0,0,115,16,2,20,1,0,0,1,0
753,0,1,153,32,2,38,0,0,1,0,0
754,0,0,142,12,1,12,0,0,0,1,0
755,0,0,224,16,2,18,0,1,1,0,0
756,0,0,98,12,3,22,0,1,0,1,1
757,0,1,393,14,12,78,2,0,6,1,1
758,0,1,206,18,4,36,1,1,2,0,0
759,0,1,219,12,6,34,2,1,0,0,2
760,0,1,219,34,8,78,1,0,3,2,1
761,0,1,325,4,10,56,2,0,4,2,1
762,0,0,191,12,1,12,0,0,0,0,0
763,0,0,81,10,2,12,0,1,0,1,0
764,0,1,320,10,2,18,0,1,0,0,0
765,0,1,281,30,1,30,0,0,0,0,1
766,0,1,247,4,1,4,0,0,1,0,0
767,0,0,303,14,3,28,0,0,2,0,0
768,0,1,204,4,1,4,0,0,0,0,0
769,0,1,247,14,2,18,0,0,2,0,0
770,0,1,305,14,8,56,0,1,4,2,0
771,0,1,32,12,1,12,0,0,0,1,0
772,0,1,30,14,1,14,1,0,0,0,0
773,0,1,41,14,1,14,1,0,0,0,0
774,0,1,190,14,10,72,0,0,4,2,2
775,0,1,42,12,2,18,0,0,2,0,0
776,0,1,63,24,2,26,0,0,1,1,0
777,0,1,277,12,5,36,1,0,2,2,0
778,0,0,161,20,1,20,1,0,0,0,0
779,0,1,126,8,2,16,0,0,0,1,0
780,0,0,47,2,2,4,0,2,0,0,0
781,0,1,247,10,1,10,1,0,0,0,0
782,0,1,260,30,2,38,0,0,1,0,1
783,0,1,213,6,1,6,0,0,1,0,0
784,0,1,312,14,1,14,0,0,1,0,0
785,0,1,252,16,1,16,0,0,1,0,0
786,0,1,240,6,12,46,4,1,2,3,2
787,0,1,127,4,2,6,2,0,0,0,0
788,0,0,179,24,1,24,0,0,0,1,0
789,0,0,54,12,1,12,1,0,0,0,0
790,0,0,108,10,2,12,0,0,1,1,0
791,0,1,82,4,3,20,1,1,1,0,0
792,0,1,42,10,2,16,0,0,0,1,0
793,0,1,214,22,2,26,0,1,1,0,0
794,0,1,284,30,1,30,0,1,0,0,0
795,0,0,302,14,12,48,3,1,5,0,1
796,0,1,307,34,1,34,0,0,1,0,0
797,0,1,277,14,2,20,1,0,1,0,0
798,0,0,150,12,2,18,0,0,0,2,0
799,0,1,104,18,1,18,1,0,0,0,0
800,0,0,317,16,2,22,1,0,0,1,0
801,0,1,100,20,2,26,1,0,0,0,0
802,0,0,183,30,5,44,2,0,0,1,0
803,0,0,118,14,2,22,1,0,0,1,0
804,0,1,79,20,1,20,0,0,1,0,0
805,0,0,141,2,2,4,0,0,2,0,0
806,0,0,292,16,1,16,0,1,0,0,0
807,0,1,227,4,1,4,0,1,0,0,0
808,0,1,254,36,7,68,0,0,3,0,2
809,0,1,272,4,12,30,5,0,3,1,0
810,0,0,60,8,2,14,0,0,2,0,0
811,0,1,181,16,1,16,0,0,0,1,0
812,0,0,328,34,9,62,1,0,4,2,0
813,0,0,115,4,2,10,0,0,1,1,0
814,0,1,156,14,1,14,0,0,1,0,0
815,0,1,287,30,1,30,0,0,0,0,0
816,0,1,116,28,1,28,0,0,1,0,0
817,0,1,79,6,2,14,2,0,0,0,0
818,0,1,151,14,1,14,0,0,0,1,0
819,0,1,173,8,11,66,4,0,3,2,1
820,0,1,224,8,1,8,0,0,1,0,0
821,0,1,228,16,11,52,4,0,3,2,0
822,0,0,143,12,3,26,2,0,0,1,0
823,0,1,214,6,5,20,2,0,1,0,0
824,0,1,305,2,2,6,1,0,1,0,0
825,0,0,371,4,6,38,2,2,1,0,1
826,0,0,225,18,1,18,1,0,0,0,0
827,0,1,161,14,1,14,0,0,0,1,0
828,0,1,54,8,1,8,0,0,0,0,1
829,0,0,253,16,2,20,1,0,0,0,0
830,0,0,155,10,1,10,1,0,0,0,0
831,0,1,160,22,6,42,1,0,2,1,1
832,0,1,281,14,1,14,0,0,1,0,0
833,0,1,72,12,2,18,1,0,0,0,0
834,0,1,177,30,1,30,0,0,1,0,0
835,0,1,84,14,2,22,1,0,0,1,0
836,0,0,180,12,1,12,0,0,0,1,0
837,0,1,195,6,1,6,1,0,0,0,0
838,0,1,325,10,2,12,0,0,0,0,0
839,0,1,180,4,2,6,1,0,0,1,0
840,0,1,158,10,1,10,0,0,1,0,0
841,0,0,323,8,4,20,1,0,2,0,0
842,0,0,112,16,1,16,0,0,0,0,0
843,0,1,304,12,2,16,0,0,1,0,1
844,0,0,219,12,7,42,2,1,2,1,1
845,0,1,238,10,1,10,0,0,1,0,0
846,0,0,226,14,2,20,0,0,1,1,0
847,0,0,220,28,2,32,0,0,2,0,0
848,0,1,143,4,2,12,0,0,0,1,1
849,0,1,274,10,8,26,2,1,2,2,1
850,0,0,154,12,10,44,1,1,2,2,1
851,0,1,302,16,11,62,3,3,1,2,1
852,0,0,188,10,9,50,1,1,2,3,1
853,0,1,53,26,2,32,1,1,0,0,0
854,0,1,198,26,2,30,1,0,0,0,1
855,0,1,256,12,5,32,3,1,0,1,0
856,0,1,248,10,2,12,0,0,0,0,0
857,0,0,350,12,5,38,0,0,2,3,0
858,0,1,217,36,2,44,0,0,0,1,1
859,0,0,231,14,2,18,0,1,0,1,0
860,0,0,119,34,7,66,1,0,4,0,0
861,0,1,253,6,12,38,8,0,1,1,0
862,0,0,295,14,1,14,1,0,0,0,0
863,0,0,276,24,2,28,0,0,1,0,0
864,0,1,218,14,1,14,0,0,0,1,0
865,0,1,202,8,4,30,4,0,0,0,0
866,0,0,232,8,1,8,1,0,0,0,0
867,0,1,247,32,2,40,1,1,0,0,0
868,0,1,310,12,2,18,0,1,1,0,0
869,0,1,298,12,4,24,1,0,0,1,1
870,0,1,161,2,1,2,0,0,1,0,0
871,0,0,122,16,1,16,0,0,1,0,0
872,0,1,34,10,1,10,1,0,0,0,0
873,0,1,191,10,2,12,1,0,0,0,0
874,0,0,103,18,2,24,1,0,1,0,0
875,0,1,127,10,2,18,0,0,1,0,0
876,0,1,106,16,1,16,0,0,1,0,0
877,0,0,102,2,2,8,1,0,0,0,0
878,0,1,301,6,1,6,0,1,0,0,0
879,0,0,228,6,2,8,0,0,1,0,0
880,0,0,263,12,1,12,0,0,1,0,0
881,0,1,80,6,2,14,0,1,0,1,0
882,0,0,256,16,8,60,3,0,3,1,1
883,0,1,229,18,1,18,0,0,1,0,0
884,0,1,67,12,1,12,0,0,1,0,0
885,0,0,292,12,4,28,3,0,0,0,0
886,0,1,320,6,3,18,1,1,0,0,0
887,0,1,241,30,1,30,0,1,0,0,0
888,0,0,312,14,1,14,0,0,1,0,0
889,0,1,261,22,2,30,0,0,1,0,0
890,0,1,273,16,1,16,1,0,0,0,0
891,0,0,163,6,2,14,2,0,0,0,0
892,0,0,198,30,1,30,0,0,0,1,0
893,0,1,234,14,2,16,0,0,2,0,0
894,0,0,232,16,1,16,0,0,1,0,0
895,0,0,271,14,1,14,0,0,0,0,0
896,0,1,148,28,3,40,1,0,1,0,1
897,0,1,273,16,10,70,5,0,1,1,0
898,0,1,94,8,3,26,0,1,1,0,0
899,0,0,284,18,7,44,3,1,3,0,0
900,0,0,152,18,1,18,1,0,0,0,0
901,0,0,35,6,2,10,0,1,1,0,0
902,0,1,242,16,12,80,3,0,4,2,0
903,0,1,28,12,1,12,1,0,0,0,0
904,0,1,226,22,1,22,0,0,1,0,0
905,0,0,34,4,2,10,1,0,0,0,0
906,0,1,32,12,2,18,0,0,2,0,0
907,0,1,150,30,1,30,0,0,0,1,0
908,0,1,102,28,1,28,0,1,0,0,0
909,0,1,394,8,11,72,4,1,3,1,2
910,0,0,399,8,10,54,1,1,4,1,2
911,0,1,257,16,2,24,1,1,0,0,0
912,0,1,250,24,2,28,2,0,0,0,0
913,0,0,83,18,1,18,1,0,0,0,0
914,0,1,221,2,1,2,0,0,0,0,0
915,0,0,271,16,3,26,2,0,0,0,1
916,0,1,366,10,12,70,3,1,2,3,1
917,0,1,300,14,1,14,0,0,1,0,0
918,0,0,262,10,12,34,1,3,2,3,0
919,0,1,287,8,2,14,1,1,0,0,0
920,0,0,89,4,2,8,0,0,0,0,1
921,0,1,32,16,1,16,0,0,0,1,0
922,0,1,142,16,6,46,2,1,0,1,2
923,0,1,278,20,1,20,0,0,0,0,0
924,0,0,175,4,1,4,1,0,0,0,0
925,0,1,203,16,2,24,1,0,1,0,0
926,0,0,205,2,2,8,0,0,1,0,0
927,0,1,33,12,2,14,0,1,0,1,0
928,0,1,176,4,1,4,0,0,1,0,0
929,0,1,284,10,1,10,0,0,1,0,0
930,0,0,46,2,1,2,1,0,0,0,0
931,0,1,323,12,7,44,2,0,2,2,0
932,0,0,262,2,3,12,2,1,0,0,0
933,0,1,59,8,1,8,0,0,0,1,0
934,0,1,88,30,2,38,0,1,0,0,1
935,0,1,263,4,12,66,2,0,3,1,4
936,0,1,96,4,2,12,0,0,0,0,1
937,0,0,269,16,3,30,0,0,2,1,0
938,0,1,410,16,9,66,2,0,3,1,1
939,0,0,289,14,1,14,0,0,0,0,0
940,0,1,176,12,1,12,0,1,0,0,0
941,0,1,186,24,1,24,0,0,0,1,0
942,0,0,222,2,6,24,0,2,0,2,0
943,0,1,369,4,5,28,2,1,1,0,0
944,0,1,447,8,10,38,1,2,2,1,1
945,0,0,301,24,3,32,1,1,1,0,0
946,0,1,128,18,2,24,0,0,1,0,1
947,0,1,144,16,2,22,2,0,0,0,0
948,0,0,65,12,2,16,1,1,0,0,0
949,0,1,229,10,2,12,0,2,0,0,0
950,0,0,71,20,2,24,0,0,0,0,0
951,0,1,120,4,1,4,1,0,0,0,0
952,0,1,158,16,2,18,1,0,0,0,0
953,0,1,204,14,1,14,1,0,0,0,0
954,0,0,81,20,1,20,0,0,1,0,0
955,0,1,111,8,1,8,1,0,0,0,0
956,0,0,190,10,1,10,1,0,0,0,0
957,0,0,264,16,8,62,2,1,3,0,1
958,0,1,174,12,8,54,3,1,2,1,0
959,0,0,360,34,7,52,3,0,1,0,1
960,0,0,124,12,2,14,0,1,1,0,0
961,0,1,216,10,1,10,1,0,0,0,0
962,0,0,310,8,4,32,1,0,0,1,0
963,0,1,222,12,1,12,0,0,0,1,0
964,0,1,222,10,1,10,0,1,0,0,0
965,0,1,172,16,3,32,0,0,2,1,0
966,0,1,346,16,6,30,0,1,4,0,0
967,0,1,157,16,1,16,0,0,0,1,0
968,0,1,240,12,2,14,1,0,1,0,0
969,0,0,170,24,2,30,0,0,2,0,0
970,0,0,289,6,5,16,5,0,0,0,0
971,0,0,382,4,8,50,3,3,0,0,1
972,0,0,346,16,5,42,0,0,3,1,0
973,0,0,280,34,1,34,0,0,1,0,0
974,0,0,92,22,2,24,1,0,0,1,0
975,0,0,132,18,2,20,0,0,1,0,0
976,0,0,238,16,1,16,1,0,0,0,0
977,0,1,78,2,2,10,0,1,1,0,0
978,0,0,21,10,1,10,0,0,0,1,0
979,0,1,93,12,1,12,0,1,0,0,0
980,0,1,133,10,1,10,0,0,0,1,0
981,0,1,158,2,3,10,1,0,2,0,0
982,0,1,202,16,11,40,0,0,3,1,1
983,0,1,45,14,2,16,0,1,0,0,0
984,0,1,182,10,1,10,0,0,0,0,0
985,0,1,200,26,2,32,1,0,0,0,0
986,0,1,34,16,2,24,0,0,2,0,0
987,0,1,182,14,2,18,0,1,1,0,0
988,0,1,266,12,3,30,2,1,0,0,0
989,0,0,285,16,3,22,2,0,0,1,0
990,0,1,87,22,2,24,0,0,1,0,0
991,0,1,293,2,9,26,0,1,2,2,1
992,0,1,105,24,2,30,1,1,0,0,0
993,0,1,295,6,9,56,2,0,1,3,1
994,0,1,165,14,2,22,1,0,1,0,0
995,0,1,187,2,8,18,3,0,2,2,0
996,0,0,155,18,1,18,1,0,0,0,0
997,0,1,283,2,1,2,0,0,1,0,0
998,0,0,314,14,2,16,0,0,0,1,1
999,0,1,276,10,2,14,0,0,0,1,1
1000,0,0,279,12,3,18,1,0,2,0,0
1001,0,1,218,6,1,6,0,0,1,0,0
1002,0,1,262,12,1,12,0,0,0,1,0
1003,0,1,349,2,7,28,2,0,2,1,1
1004,0,1,151,10,1,10,0,0,1,0,0
1005,0,1,199,14,2,16,0,0,1,0,0
1006,0,0,225,4,1,4,0,1,0,0,0
1007,0,1,189,12,1,12,0,0,0,1,0
1008,0,1,254,8,8,50,3,0,1,0,1
1009,0,1,192,12,2,16,0,0,1,0,1
1010,0,1,143,16,7,50,0,1,1,3,2
1011,0,1,240,14,1,14,1,0,0,0,0
1012,0,1,61,8,4,28,0,0,1,3,0
1013,0,1,187,2,8,44,3,1,3,1,0
1014,0,1,276,14,1,14,0,1,0,0,0
1015,0,1,211,6,4,24,0,1,1,1,0
1016,0,1,246,2,5,20,2,1,0,1,0
1017,0,1,165,12,5,22,2,1,1,1,0
1018,0,1,213,10,2,16,0,1,0,0,0
1019,0,1,45,8,1,8,1,0,0,0,0
1020,0,1,169,16,1,16,1,0,0,0,0
1021,0,1,38,14,1,14,0,0,1,0,0
1022,0,1,341,4,6,18,2,1,0,1,0
1023,0,1,243,14,10,62,4,0,1,2,1
1024,0,1,315,36,11,58,2,3,2,2,0
1025,0,1,228,8,10,46,4,0,3,2,0
1026,0,1,224,16,1,16,0,0,1,0,0
1027,0,1,131,14,1,14,0,1,0,0,0
1028,0,1,103,28,1,28,0,0,0,0,1
1029,0,0,223,16,2,20,1,0,0,0,1
1030,0,1,218,4,4,24,2,1,0,1,0
1031,0,0,396,4,10,28,4,1,3,1,1
1032,0,1,247,8,2,12,1,0,0,0,1
1033,0,1,36,12,1,12,0,0,1,0,0
1034,0,1,215,6,1,6,0,0,0,0,1
1035,0,1,202,26,1,26,0,0,1,0,0
1036,0,0,61,14,1,14,1,0,0,0,0
1037,0,1,200,10,1,10,0,0,0,1,0
1038,0,1,162,6,5,22,0,1,3,0,0
1039,0,1,269,12,3,28,2,0,0,1,0
1040,0,0,212,12,2,20,0,0,1,0,1
1041,0,1,262,14,1,14,0,0,1,0,0
1042,0,1,222,14,3,24,0,2,1,0,0
1043,0,0,158,8,1,8,1,0,0,0,0
1044,0,1,292,12,1,12,0,0,1,0,0
1045,0,0,308,6,1,6,1,0,0,0,0
1046,0,0,137,36,1,36,0,0,0,0,1
1047,0,1,114,16,1,16,0,0,0,0,1
1048,0,0,218,6,1,6,0,0,1,0,0
1049,0,0,156,6,2,14,0,0,1,0,0
1050,0,0,268,2,1,2,0,0,0,0,0
1051,0,1,44,16,2,20,0,0,0,1,1
1052,0,1,268,2,1,2,0,0,0,1,0
1053,0,1,118,16,1,16,1,0,0,0,0
1054,0,1,122,14,1,14,1,0,0,0,0
1055,0,1,187,10,5,30,1,1,1,0,0
1056,0,0,159,12,2,16,0,0,0,0,2
1057,0,1,224,32,1,32,0,0,0,1,0
1058,0,1,114,12,1,12,0,0,0,0,1
1059,0,1,218,2,2,8,1,0,0,1,0
1060,0,1,55,14,2,20,1,0,0,0,0
1061,0,1,315,14,5,34,3,0,1,0,0
1062,0,1,281,6,4,14,1,0,0,1,0
1063,0,0,282,8,6,24,3,0,1,0,1
1064,0,1,40,14,1,14,0,0,1,0,0
1065,0,0,172,4,2,8,0,0,0,2,0
1066,0,0,216,22,1,22,0,0,0,0,1
1067,0,0,148,32,2,38,0,1,0,1,0
1068,0,1,174,6,1,6,0,0,1,0,0
1069,0,0,181,12,1,12,0,0,0,1,0
1070,0,1,298,30,2,34,1,0,0,1,0
1071,0,0,181,10,2,16,1,0,0,0,1
1072,0,0,135,16,1,16,0,0,1,0,0
1073,0,1,382,6,11,64,3,0,3,1,3
1074,0,0,108,26,2,28,0,0,1,1,0
1075,0,0,145,2,1,2,0,0,1,0,0
1076,0,0,320,30,2,34,2,0,0,0,0
1077,0,0,401,6,8,40,3,0,2,3,0
1078,0,1,296,12,1,12,0,0,1,0,0
1079,0,1,287,12,2,18,0,1,1,0,0
1080,0,1,142,6,2,8,1,0,0,0,0
1081,0,1,214,2,1,2,0,0,0,0,1
1082,0,1,204,14,1,14,0,0,1,0,0
1083,0,1,183,2,1,2,0,0,0,0,1
1084,0,1,196,10,5,32,2,0,2,0,1
1085,0,1,254,14,3,28,0,1,0,0,2
1086,0,1,297,12,1,12,0,0,0,0,1
1087,0,1,219,10,2,18,0,0,2,0,0
1088,0,1,71,4,2,12,1,0,0,1,0
1089,0,1,233,34,1,34,0,0,0,0,1
1090,0,1,99,14,2,16,0,0,0,2,0
1091,0,1,26,16,1,16,0,0,1,0,0
1092,0,1,211,14,1,14,0,0,1,0,0
1093,0,1,232,10,1,10,0,0,0,1,0
1094,0,0,56,16,1,16,0,0,0,1,0
1095,0,1,78,14,2,20,0,0,2,0,0
1096,0,1,166,12,11,36,1,1,1,3,2
1097,0,1,159,16,2,20,1,0,0,0,0
1098,0,0,290,12,2,18,0,1,0,0,0
1099,0,1,272,10,2,12,0,1,1,0,0
1100,0,0,310,12,2,18,0,0,1,0,0
1101,0,1,314,12,9,66,3,0,3,2,0
1102,0,0,33,26,1,26,1,0,0,0,0
1103,0,1,108,12,6,32,3,0,1,0,1
1104,0,1,53,8,1,8,0,0,0,1,0
1105,0,1,151,12,2,16,1,0,1,0,0
1106,0,1,117,8,2,14,0,0,0,2,0
1107,0,1,127,26,2,34,0,0,2,0,0
1108,0,1,247,12,1,12,0,1,0,0,0
1109,0,1,243,8,2,10,1,0,0,1,0
1110,0,0,255,32,8,60,0,2,3,2,0
1111,0,1,169,10,2,18,0,0,0,1,1
1112,0,1,60,12,2,14,1,0,1,0,0
1113,0,1,202,8,2,14,0,1,0,0,0
1114,0,0,200,34,1,34,1,0,0,0,0
1115,0,1,301,36,7,62,1,1,2,1,2
1116,0,1,132,6,2,8,0,0,1,0,0
1117,0,1,173,10,2,16,2,0,0,0,0
1118,0,1,312,8,2,10,1,0,1,0,0
1119,0,1,104,28,1,28,0,0,0,1,0
1120,0,1,130,14,2,22,0,0,1,0,0
1121,0,0,127,36,1,36,0,0,0,0,0
1122,0,1,140,8,1,8,1,0,0,0,0
1123,0,1,383,16,8,50,1,2,2,0,2
1124,0,1,221,14,2,22,1,0,1,0,0
1125,0,0,273,14,5,30,1,0,2,0,1
1126,0,1,146,36,1,36,0,0,0,1,0
1127,0,1,233,14,4,28,0,0,3,0,1
1128,0,1,102,2,2,4,1,0,1,0,0
1129,0,1,276,24,2,32,0,0,0,2,0
1130,0,1,268,8,1,8,0,0,0,1,0
1131,0,1,175,36,1,36,0,0,0,0,0
1132,0,1,132,20,3,36,1,0,1,0,1
1133,0,1,231,2,2,8,0,0,0,1,0
1134,0,0,382,6,6,40,1,1,3,0,1
1135,0,1,95,16,1,16,0,0,0,0,0
1136,0,1,147,4,1,4,1,0,0,0,0
1137,0,0,93,16,1,16,1,0,0,0,0
1138,0,1,367,12,11,70,5,1,3,0,0
1139,0,1,199,12,1,12,0,0,0,0,0
1140,0,1,137,18,2,20,1,0,0,0,0
1141,0,1,239,6,3,14,2,0,0,0,1
1142,0,1,117,32,2,36,0,0,1,1,0
1143,0,1,192,10,2,12,1,0,1,0,0
1144,0,1,192,8,1,8,0,0,0,1,0
1145,0,0,310,12,2,18,1,0,0,0,0
1146,0,0,189,6,2,12,0,1,0,0,1
1147,0,0,298,12,1,12,0,0,0,1,0
1148,0,1,44,2,1,2,0,1,0,0,0
1149,0,1,78,10,2,14,1,0,1,0,0
1150,0,0,49,2,1,2,0,0,0,1,0
1151,0,1,125,6,2,8,1,0,1,0,0
1152,0,0,287,4,1,4,1,0,0,0,0
1153,0,1,152,4,8,38,2,1,2,2,0
1154,0,1,277,10,3,22,1,0,1,1,0
1155,0,0,215,16,1,16,0,0,1,0,0
